Unnamed: 0	Query	Path_Bandage	Start_Bandage	End_Bandage	Extracted_Path	Start_SPAligner	End_SPAligner	Length_SPAligner	Path_SPAligner	Path_GraphAligner	Start_GraphAligner	End_GraphAligner	BandageVSSPAligner	FinalResultsBandageVSSPAligner	SPAlignerVSGraphAligner	FinalResultsSPAlignerVSGraphAligner	BandageVSGraphAligner	ResultsBandageVSGraphAligner	FinalResultBandageVSGraphAligner
625	gb|KU254579.1|+|59421-59841|ARO:3004111|FosA6	(930) 29844- (1349)	930	1349	29844	929	1294	365	29844	29844	930	1349	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
626	gb|KU736867.1|+|19653-21573|ARO:3004442|tet(W/N/W)	(746) 211793- (2658)	746	2658	211793	745	2603	1858	211793	211793	746	2659	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	MatchOnPathAndStart	SinglePathMatch	SinglePathMatch
627	gb|KX092356.1|+|192-1053|ARO:3001062|SHV-3	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
628	gb|KX354370.1|+|0-1194|ARO:3004343|PDC-80	(35514) 232416+ (36707)	35514	36707	232416	35513	36652	1139	232416	232416	35514	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
629	gb|KY432484.1|+|0-861|ARO:3001051|TEM-191	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
630	gb|LC037981|+|0-801|ARO:3003610|OXA-454	(660) 104604+ (1460)	660	1460	104604	659	1405	746	104604	104604	660	1460	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
631	gb|LK391770.1|+|19707-20568|ARO:3000876|TEM-4	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
632	gb|LLNM01000004.1|-|97677-98466|ARO:3003642|OXA-485	(19144) 237664- (19932)	19144	19932	237664	19143	19877	734	237664	237664	19144	19932	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
633	gb|LLSH01000109.1|+|88827-90021|ARO:3004349|PDC-86	(35514) 232416+ (36707)	35514	36707	232416	35513	36652	1139	232416	232416	35514	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
634	gb|LN515533|+|0-867|ARO:3003154|SHV-187	(11) 1612535+ (877)	11	877	1612535	10	822	812	1612535	1612535	11	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
635	gb|LN515534|+|0-873|ARO:3003155|SHV-188	(11) 1612535+ (877)	11	877	1612535	10	822	812	1612535	1612535	11	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
636	gb|LT985229.1|+|36107-36968|ARO:3001063|SHV-4	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
637	gb|M18896.2|+|206-2126|ARO:3000190|tetO	(254) 248320- (2173)	254	2173	248320	253	2118	1865	248320	248320	254	2173	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
638	gb|M36726.1|+|295-1150|ARO:3000596|ErmX	(236) 3789486- (1090)	236	1090	3789486	235	1035	800	3789486	3789486	236	1090	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
639	gb|M55547|+|0-825|ARO:3001404|OXA-9	(40) 48423030- (864)	40	864	48423030	39	809	770	48423030	48423030	40	864	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
640	gb|M88143|+|367-1228|ARO:3000884|TEM-12	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
641	gb|M90056.1|+|908-2477|ARO:3002829|vgaA	0	0	0	0	0	1045	1045	240808	240808	1	1100	Different	Different	MatchOnPath	SinglePathMatch	Different	Different	Different
642	gb|MG229642.1|+|0-1152|ARO:3005037|ADC-159	(64) 126080+ (1215)	64	1215	126080	63	1160	1097	126080	126080	64	1215	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
643	gb|MG601730.1|+|0-1152|ARO:3003852|ADC-6	(64) 126080+ (1215)	64	1215	126080	63	1160	1097	126080	126080	64	1215	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
644	gb|NC_002516.2|-|779462-780101|ARO:3002679|Pseudomonas_aeruginosa_catB7	(78567) 309838+ (79205)	78567	79205	309838	78566	79150	584	309838	309838	78567	79205	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
645	gb|NGCN01000023.1|-|65770-66595|ARO:3001528|OXA-340	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
646	gb|NG_049717.1|+|13-838|ARO:3003121|OXA-430	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
647	gb|NG_050218.1|+|0-1061|ARO:3001044|TEM-181	"(1299) 67274-, 18941923-, 21221991-, 21221993+, 3478183-, 50639855- (137) , (1080) 233126-, 21221993+, 3478183-, 50639855- (137) , (1299) 67274-, 18652535+, 3478183-, 50639855- (137) , (1299) 67274-, 18941923-, 21221991-, 21221993+, 3478183-, 36393793+ (55) , (1299) 67274-, 18652535+, 3478183-, 36393793+ (55)"	"1299, 1080, 1299, 1299, 1299"	"137, 137, 137, 55, 55"	"67274, 18941923, 21221991, 21221993, 3478183, 50639855,233126, 21221993, 3478183, 50639855,67274, 18652535, 3478183, 50639855,67274, 18941923, 21221991, 21221993, 3478183, 36393793,67274, 18652535, 3478183, 36393793"	0	0	0		0	0	0	Different	Different	Different	Different	Different	Different	Different
648	gb|NG_050256.1|+|100-961|ARO:3000896|TEM-26	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
649	gb|NG_050607.1|+|100-925|ARO:3001496|OXA-234	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
650	gb|NG_051744.1|+|100-1294|ARO:3004337|PDC-74	(35514) 232416+ (36707)	35514	36707	232416	35513	36652	1139	232416	232416	35514	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
651	gb|NWUK01000007.1|-|12139-12964|ARO:3001531|OXA-343	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
652	gb|PYSX01000023.1|+|160178-161003|ARO:3001525|OXA-337	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
653	gb|S82452|+|120-978|ARO:3001068|SHV-9	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
654	gb|SMRY02000082.1|-|17219-18008|ARO:3003645|OXA-488	(19144) 237664- (19932)	19144	19932	237664	19143	19877	734	237664	237664	19144	19932	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
655	gb|U00096.3|-|3203309-3204131|ARO:3002986|bacA	(2133) 248330- (2952)	2133	2952	248330	2132	2897	765	248330	248330	2133	2954	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	MatchOnPathAndStart	SinglePathMatch	SinglePathMatch
656	gb|U00096.3|-|4377810-4378944|ARO:3004290|Escherichia_coli_ampC	(5463) 246331+ (6596)	5463	6596	246331	5462	6541	1079	246331	246331	5463	6596	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
657	gb|U00096.3|-|721055-721733|ARO:3003841|kdpE	(6264) 239041- (6941)	6264	6941	239041	6263	6886	623	239041	239041	6264	6941	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
658	gb|U00096|+|2367070-2368039|ARO:3003578|pmrF	(3047) 251478+ (4015)	3047	4015	251478	3046	3960	914	251478	251478	3047	4015	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
659	gb|U00096|-|2098446-2099613|ARO:3003577|ugd	0	0	0	0	"71,0"	"584,364"	513;364	277880;1912523	0	0	0	Different	Different	Different	Different	MatchOnPath	Different	Different
660	gb|U15027|+|0-624|ARO:3002686|catP	(372) 5332739+ (995)	372	995	5332739	371	940	569	5332739	5332739	372	995	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
661	gb|U20270|+|124-985|ARO:3001066|SHV-7	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
662	gb|U36911.1|+|1429-2290|ARO:3000979|TEM-116	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
663	gb|U37105.2|+|2806-3640|ARO:3004692|aadA10	(1477) 104604+ (2310)	1477	2310	104604	1476	2255	779	104604	104604	1477	2310	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
664	gb|U37195|+|75-936|ARO:3000898|TEM-28	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
665	gb|U59183|+|247-859|ARO:3002581|AAC(6')-Ib10	(19) 104606+ (632)	19	632	104606	18	577	559	104606	104606	19	632	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
666	gb|U59183|+|939-1740|ARO:3001408|OXA-13	(660) 104604+ (1460)	660	1460	104604	659	1405	746	104604	104604	660	1460	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
667	gb|U92041|+|0-861|ARO:3001067|SHV-8	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
668	gb|U95363|+|0-861|ARO:3000912|TEM-43	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
669	gb|V00618.1|+|150-945|ARO:3002644|APH(3')-IIa	0	0	0	0	15	536	521	55547182	55547182	16	591	Different	Different	MatchOnPath	SinglePathMatch	Different	Different	Different
670	gb|V01499|+|230-1256|ARO:3002655|APH(4)-Ia	(1047) 53827366- (2072)	1047	2072	53827366	1046	2017	971	53827366	53827366	1047	2072	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
671	gb|X02340.1|+|222-1194|ARO:3004089|ANT(3'')-IIa	0	0	0	0	0	747	747	104600	104600	1	802	Different	Different	MatchOnPath	SinglePathMatch	Different	Different	Different
672	gb|X54606|+|214-1075|ARO:3000874|TEM-2	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
673	gb|X55640|+|111-972|ARO:3001064|SHV-5	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
674	gb|X57972|+|339-1200|ARO:3000878|TEM-6	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
675	gb|X64523.1|-|476-1337|ARO:3000875|TEM-3	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
676	gb|X65252|+|175-1036|ARO:3000880|TEM-8	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
677	gb|X65253|+|175-1036|ARO:3000894|TEM-24	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
678	gb|X65254|+|175-1036|ARO:3000887|TEM-16	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
679	gb|X75562|+|134-935|ARO:3001402|OXA-7	(660) 104604+ (1460)	660	1460	104604	659	1405	746	104604	104604	660	1460	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
680	gb|X90856|+|387-1194|ARO:3002645|APH(3')-IIb	(6926) 232416- (7732)	6926	7732	232416	6925	7677	752	232416	232416	6926	7732	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
681	gb|X95401|+|208-1069|ARO:3000914|TEM-45	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
682	gb|X97254|+|153-1011|ARO:3001043|TEM-178	(47) 3478183- (907)	47	907	3478183	46	830	784	3478183	3478183	47	907	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
683	gb|X98047|+|0-844|ARO:3000911|TEM-42	"(56) 3478183-, 50639855- (28) , (56) 3478183-, 36393793+ (28)"	"56, 56"	"28, 28"	"3478183, 50639855,3478183, 36393793"	55	843	788	3478183	3478183	56	898	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
684	gb|X98101|+|73-934|ARO:3001070|SHV-11	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
685	gb|X98102|+|73-934|ARO:3001061|SHV-2A	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
686	gb|Y10279|+|0-861|ARO:3000916|TEM-47	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
687	gb|Y10280|+|0-861|ARO:3000917|TEM-48	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
688	gb|Y10281|+|0-861|ARO:3000918|TEM-49	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
689	gb|Y11069|+|0-780|ARO:3001065|SHV-6	(47) 1612535+ (826)	47	826	1612535	51	771	720	1612535	1612535	47	826	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
690	gb|Y13612|+|0-861|ARO:3000921|TEM-52	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
691	gb|Y14574|+|0-861|ARO:3000888|TEM-17	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
692	gb|Y17581|+|78-936|ARO:3000891|TEM-20	"(47) 3478183-, 50639855- (34) , (47) 3478183-, 36393793+ (34)"	"47, 47"	"34, 34"	"3478183, 50639855,3478183, 36393793"	46	849	803	3478183	3478183	47	904	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
693	gb|Y17582|+|0-858|ARO:3000892|TEM-21	"(47) 3478183-, 50639855- (34) , (47) 3478183-, 36393793+ (34)"	"47, 47"	"34, 34"	"3478183, 50639855,3478183, 36393793"	46	849	803	3478183	3478183	47	904	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
694	gb|Y17583|+|213-1071|ARO:3000893|TEM-22	"(47) 3478183-, 50639855- (34) , (47) 3478183-, 36393793+ (34)"	"47, 47"	"34, 34"	"3478183, 50639855,3478183, 36393793"	46	849	803	3478183	3478183	47	904	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
695	gb|Y17584|+|0-858|ARO:3000899|TEM-29	"(47) 3478183-, 50639855- (34) , (47) 3478183-, 36393793+ (34)"	"47, 47"	"34, 34"	"3478183, 50639855,3478183, 36393793"	46	849	803	3478183	3478183	47	904	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
696	gb|Z22590|+|154-955|ARO:3001406|OXA-11	(660) 104604+ (1460)	660	1460	104604	659	1405	746	104604	104604	660	1460	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
697	gb|Z54241.1|+|529-1051|ARO:3002559|AAC(6')-Ip	(163) 53314296+ (685)	163	685	53314296	162	630	468	53314296	53314296	163	685	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
698	gb|AF043100|+|0-775|ARO:3001411|OXA-16  Partial	0	0	0	0	685	1405	720	104604	0	0	0	Different	Different	Different	Different	MatchOnPath	Different	Different
699	gb|DQ902344.1|+|2716-3517|ARO:3001412|OXA-17  Partial	0	0	0	0	659	1405	746	104604	0	0	0	Different	Different	Different	Different	MatchOnPath	Different	Different
700	gb|AY590467|+|0-729|ARO:3001110|SHV-53  Partial	0	0	0	0	36	710	674	1612535	0	0	0	Different	Different	Different	Different	MatchOnPath	Different	Different
701	gb|AY130282|+|0-764|ARO:3000980|TEM-117  Partial	0	0	0	0	82	791	709	3478183	0	0	0	Different	Different	Different	Different	MatchOnPath	Different	Different
702	gb|AY130285|+|0-785|ARO:3000981|TEM-118  Partial	0	0	0	0	82	812	730	3478183	0	0	0	Different	Different	Different	Different	MatchOnPath	Different	Different
703	gb|NG_050218.1|+|0-1061|ARO:3001044|TEM-181  Partial	0	0	0	0	0	870	870	3478183	0	0	0	Different	Different	Different	Different	MatchOnPath	Different	Different
704	gb|AF527798.1|+|0-785|ARO:3000879|TEM-7  Partial	0	0	0	0	82	812	730	3478183	0	0	0	Different	Different	Different	Different	MatchOnPath	Different	Different
705	gb|AY130284|+|0-785|ARO:3000941|TEM-75  Partial	0	0	0	0	82	812	730	3478183	0	0	0	Different	Different	Different	Different	MatchOnPath	Different	Different
706	gb|JX050178|+|0-853|ARO:3001058|TEM-199  Partial	0	0	0	0	54	852	798	3478183	0	0	0	Different	Different	Different	Different	MatchOnPath	Different	Different
